PK_PRODUCT_ID,REF_PRODUCT_ID,SOURCE_SYSTEM_CD,LMID_CD,GMID_CD,LMID_NM,GMID_NM,EAN_CD,INTERNATIONAL_TRADEMARK_CD,INTERNATIONAL_TRADEMARK_DESC,SMART_CD,SMART_DESC,MATERIAL_TYPE_CD,MATERIAL_TYPE_DESC,PRODUCT_HIERARCHY,GROUPE_ART_1,DISTRIB_CHANNEL,SALES_ORG,MAT_PRICE_GRP,MATERIAL_GROUP_CD,MATERIAL_GROUP_DESC,LOCAL_TRADE_CD,LOCAL_TRADE_DESC,ATTRIBUT_PROD_2,CONVERSION_UNIT_OF_MEASURE_NUM,UCD_CD,MDM_PRODUCT_ID
20100,P00100,SAP,LM1100,GM5100,GSK 2mg,GSK,3400909176111,TM503,GSK Global,SM005,Immunology,MT02,Biotech Product,01-02-07-11,GA08,30,3000,PG02,MG04,Digestive Health,LT01,Pharmacy,Injection,0,UCD5100,MDM0100
20101,P00101,SAP,LM1101,GM5101,Amgen 500mg,Amgen,3400921804731,TM879,Amgen Global,SM007,Respiratory,MT01,Finished Product,01-02-06-20,GA05,20,1000,PG07,MG05,Endocrinology,LT04,Cold Chain,Inhaler,1,UCD5101,MDM0101
20102,P00102,SAP,LM1102,GM5102,Servier 1000mg,Servier,3400937042518,TM292,Servier Global,SM009,Dermatology,MT03,Raw Material,01-01-02-07,GA04,10,2000,PG04,MG01,Pain Relief,LT03,OTC,Gel,1,UCD5102,MDM0102
20103,P00103,SAP,LM1103,GM5103,Merck 500mg,Merck,3400985968798,TM432,Merck Global,SM010,Pediatrics,MT01,Finished Product,01-01-01-04,GA06,30,2000,PG03,MG03,OTC General,LT04,Cold Chain,Syrup,1,UCD5103,MDM0103
20104,P00104,SAP,LM1104,GM5104,Novartis 1000mg,Novartis,3400993666703,TM176,Novartis Global,SM001,Analgesics,MT02,Biotech Product,02-03-01-28,GA03,30,1000,PG05,MG06,Rheumatology,LT05,Specialty,Tablet,100,UCD5104,MDM0104
20105,P00105,SAP,LM1105,GM5105,Amgen 1000mg,Amgen,3400953871426,TM659,Amgen Global,SM001,Analgesics,MT02,Biotech Product,03-03-08-19,GA06,10,2000,PG05,MG03,OTC General,LT03,OTC,Tablet,1,UCD5105,MDM0105
20106,P00106,SAP,LM1106,GM5106,Bayer 1000mg,Bayer,3400927059571,TM379,Bayer Global,SM007,Respiratory,MT02,Biotech Product,03-02-07-24,GA03,20,1000,PG05,MG03,OTC General,LT03,OTC,Inhaler,10,UCD5106,MDM0106
20107,P00107,SAP,LM1107,GM5107,GSK 25mg,GSK,3400972632433,TM421,GSK Global,SM009,Dermatology,MT03,Raw Material,03-02-03-14,GA07,30,3000,PG05,MG06,Rheumatology,LT01,Pharmacy,Gel,1,UCD5107,MDM0107
20108,P00108,SAP,LM1108,GM5108,Servier 500mg,Servier,3400906992024,TM462,Servier Global,SM002,Antibiotics,MT02,Biotech Product,02-01-09-17,GA07,30,3000,PG01,MG05,Endocrinology,LT01,Pharmacy,Capsule,1,UCD5108,MDM0108
20109,P00109,SAP,LM1109,GM5109,Amgen 1000mg,Amgen,3400904086600,TM935,Amgen Global,SM010,Pediatrics,MT02,Biotech Product,03-03-06-14,GA04,10,2000,PG02,MG07,Allergy,LT05,Specialty,Syrup,1,UCD5109,MDM0109
20110,P00110,SAP,LM1110,GM5110,Bayer 25mg,Bayer,3400991047355,TM941,Bayer Global,SM010,Pediatrics,MT02,Biotech Product,01-03-05-23,GA07,20,2000,PG01,MG02,Anti-Infective,LT02,Hospital,Syrup,1,UCD5110,MDM0110
20111,P00111,SAP,LM1111,GM5111,Pfizer 1000mg,Pfizer,3400951980133,TM641,Pfizer Global,SM009,Dermatology,MT02,Biotech Product,03-03-08-18,GA02,20,2000,PG05,MG05,Endocrinology,LT04,Cold Chain,Gel,100,UCD5111,MDM0111
20112,P00112,SAP,LM1112,GM5112,Bayer 10mg,Bayer,3C00954644863,TM325,Bayer Global,SM009,Dermatology,MT02,Biotech Product,02-02-07-01,GA06,20,2000,PG06,MG05,Endocrinology,LT02,Hospital,Gel,10,UCD5112,MDM0112
20113,P00113,SAP,LM1113,GM5113,AbbVie 10mg,AbbVie,3400954308231,TM532,AbbVie Global,SM001,Analgesics,MT02,Biotech Product,01-02-08-09,GA04,20,3000,PG03,MG01,Pain Relief,LT02,Hospital,Tablet,1,UCD5113,MDM0113
20114,P00114,SAP,LM1114,GM5114,Sanofi 10mg,Sanofi,3400901107409,TM544,Sanofi Global,SM001,Analgesics,MT01,Finished Product,02-02-08-17,GA06,30,2000,PG03,MG04,Digestive Health,LT05,Specialty,Tablet,1,UCD5114,MDM0114
20115,P00115,SAP,LM1115,GM5115,Sanofi 25mg,Sanofi,3400955927510,TM092,Sanofi Global,SM001,Analgesics,MT02,Biotech Product,02-02-02-24,GA05,10,2000,PG07,MG01,Pain Relief,LT01,Pharmacy,Tablet,1,UCD5115,MDM0115
20116,P00116,SAP,LM1116,GM5116,Ipsen 25mg,Ipsen,340096444E631,TM078,Ipsen Global,SM002,Antibiotics,MT02,Biotech Product,02-01-03-08,GA02,10,2000,PG03,MG02,Anti-Infective,LT05,Specialty,Capsule,10,UCD5116,MDM0116
20117,P00117,SAP,LM1117,GM5117,AbbVie 500mg,AbbVie,3400914280203,TM798,AbbVie Global,SM001,Analgesics,MT02,Biotech Product,02-01-09-06,GA05,10,1000,PG03,MG07,Allergy,LT02,Hospital,Tablet,1,UCD5117,MDM0117
20118,P00118,SAP,LM1118,GM5118,Novartis 200mg,Novartis,3400920203867,TM342,Novartis Global,SM009,Dermatology,MT02,Biotech Product,02-02-02-26,GA06,30,2000,PG04,MG02,Anti-Infective,LT06,Respiratory Care,Gel,10,UCD5118,MDM0118
20119,P00119,SAP,LM1119,GM5119,GSK 1000mg,GSK,3400961876385,TM081,GSK Global,SM002,Antibiotics,MT03,Raw Material,03-03-07-06,GA07,30,2000,PG05,MG02,Anti-Infective,LT03,OTC,Capsule,100,UCD5119,MDM0119
20120,P00120,SAP,LM1120,GM5120,Sanofi 25mg,Sanofi,3400980718370,TM313,Sanofi Global,SM002,Antibiotics,MT02,Biotech Product,01-02-06-03,GA04,10,1000,PG07,MG06,Rheumatology,LT01,Pharmacy,Capsule,10,UCD5120,MDM0120
20121,P00121,SAP,LM1121,GM5121,GSK 25mg,GSK,3400928134026,TM550,GSK Global,SM005,Immunology,MT03,Raw Material,01-01-03-05,GA07,30,2000,PG03,MG05,Endocrinology,LT01,Pharmacy,Injection,100,UCD5121,MDM0121
20122,P00122,SAP,LM1122,GM5122,Ipsen 500mg,Ipsen,3400925209857,TM802,Ipsen Global,SM009,Dermatology,MT01,Finished Product,03-02-02-30,GA03,10,2000,PG03,MG03,OTC General,LT02,Hospital,Gel,0,UCD5122,MDM0122
20123,P00123,SAP,LM1123,GM5123,Bayer 500mg,Bayer,3400972260957,TM922,Bayer Global,SM009,Dermatology,MT03,Raw Material,02-03-04-24,GA03,30,3000,PG01,MG04,Digestive Health,LT01,Pharmacy,Gel,1,UCD5123,MDM0123
20124,P00124,SAP,LM1124,GM5124,Amgen 200mg,Amgen,3400966402385,TM424,Amgen Global,SM007,Respiratory,MT03,Raw Material,01-02-08-17,GA07,10,2000,PG06,MG07,Allergy,LT01,Pharmacy,Inhaler,100,UCD5124,MDM0124
20125,P00125,SAP,LM1125,GM5125,Roche 2mg,,3400941355914,TM352,Roche Global,SM010,Pediatrics,MT02,Biotech Product,02-03-04-15,GA01,30,3000,PG04,MG02,Anti-Infective,LT01,Pharmacy,Syrup,100,UCD5125,MDM0125
20126,P00126,SAP,LM1126,GM5126,Sanofi 200mg,Sanofi,3400959424831,TM506,Sanofi Global,SM009,Dermatology,MT02,Biotech Product,01-02-09-25,GA01,20,1000,PG01,MG01,Pain Relief,LT03,OTC,Gel,1,UCD5126,MDM0126
20127,P00127,SAP,LM1127,GM5127,AbbVie 25mg,AbbVie,340090613991,TM078,AbbVie Global,SM002,Antibiotics,MT02,Biotech Product,03-02-08-13,GA08,30,2000,PG06,MG07,Allergy,LT02,Hospital,Capsule,10,UCD5127,MDM0127
20128,P00128,SAP,LM1128,GM5128,Sanofi 10mg,Sanofi,3400967553776,TM532,Sanofi Global,SM005,Immunology,MT01,Finished Product,01-03-01-15,GA08,10,3000,PG01,MG02,Anti-Infective,LT01,Pharmacy,Injection,10,UCD5128,MDM0128
20129,P00129,SAP,LM1129,GM5129,Novartis 200mg,Novartis,3400998033436,TM927,Novartis Global,SM007,Respiratory,MT02,Biotech Product,02-03-08-17,GA04,20,2000,PG05,MG05,Endocrinology,LT06,Respiratory Care,Inhaler,1,UCD5129,MDM0129
20130,P00130,SAP,LM1130,GM5130,AbbVie 25mg,AbbVie,3400977121396,TM591,AbbVie Global,SM010,Pediatrics,MT02,Biotech Product,03-02-01-06,GA07,30,3000,PG02,MG04,Digestive Health,LT03,,Syrup,1,UCD5130,MDM0130
20131,P00131,SAP,LM1131,GM5131,Amgen 1000mg,Amgen,3400919462121,TM684,Amgen Global,SM007,Respiratory,MT01,Finished Product,02-03-07-22,GA04,10,2000,PG03,MG04,Digestive Health,LT01,Pharmacy,Inhaler,100,UCD5131,MDM0131
20132,P00132,SAP,LM1132,GM5132,GSK 10mg,GSK,3400982059303,TM762,GSK Global,SM001,Analgesics,MT03,Raw Material,02-03-02-12,GA04,10,1000,PG04,MG06,Rheumatology,LT05,Specialty,Tablet,10,UCD5132,MDM0132
20133,P00133,SAP,LM1133,GM5133,Sanofi 10mg,Sanofi,3400972669602,TM237,Sanofi Global,SM007,Respiratory,MT02,Biotech Product,02-02-02-26,GA03,20,3000,PG02,MG03,OTC General,LT03,OTC,Inhaler,1,UCD5133,MDM0133
20134,P00134,SAP,LM1134,GM5134,Amgen 25mg,Amgen,340093471409C,TM143,Amgen Global,SM010,Pediatrics,MT01,Finished Product,03-01-07-13,GA03,20,3000,PG04,MG02,Anti-Infective,LT04,Cold Chain,Syrup,10,UCD5134,MDM0134
20135,P00135,SAP,LM1135,GM5135,Servier 25mg,Servier,3400996036707,TM279,Servier Global,SM007,Respiratory,MT03,Raw Material,03-01-09-22,GA05,10,3000,PG07,MG05,Endocrinology,LT02,Hospital,Inhaler,10,UCD5135,MDM0135
20136,P00136,SAP,LM1136,GM5136,Ipsen 25mg,Ipsen,3400923137608,TM457,Ipsen Global,SM010,Pediatrics,MT01,Finished Product,03-02-09-01,GA08,30,1000,PG04,,Allergy,LT05,Specialty,Syrup,1,UCD5136,MDM0136
20137,P00137,SAP,LM1137,GM5137,Novartis 1000mg,Novartis,3400927482010,TM172,Novartis Global,SM001,Analgesics,MT01,Finished Product,03-02-01-16,GA07,10,3000,PG04,MG03,OTC General,LT02,Hospital,Tablet,1,UCD5137,MDM0137
20138,P00138,SAP,LM1138,GM5138,GSK 10mg,GSK,3400982074401,TM241,GSK Global,SM010,Pediatrics,MT02,Biotech Product,02-01-05-25,GA08,30,3000,PG01,MG04,Digestive Health,LT02,Hospital,Syrup,1,UCD5138,MDM0138
20139,P00139,SAP,LM1139,GM5139,AstraZeneca 500mg,AstraZeneca,3400921670552,TM507,AstraZeneca Global,SM010,Pediatrics,MT02,Biotech Product,02-03-05-19,GA03,30,3000,PG06,MG06,Rheumatology,,OTC,Syrup,1,UCD5139,MDM0139
20140,P00140,SAP,LM1140,GM5140,Pfizer 500mg,,3400993022394,TM591,Pfizer Global,SM002,Antibiotics,MT02,Biotech Product,02-01-05-07,GA05,10,3000,PG01,MG07,Allergy,LT04,Cold Chain,Capsule,1,UCD5140,MDM0140
20141,P00141,SAP,LM1141,GM5141,Johnson & Johnson 25mg,Johnson & Johnson,3400981635874,TM446,Johnson & Johnson Global,SM001,Analgesics,MT01,Finished Product,01-01-05-17,GA02,10,1000,PG03,MG07,Allergy,LT02,Hospital,Tablet,1,UCD5141,MDM0141
20142,P00142,SAP,LM1142,GM5142,AbbVie 25mg,AbbVie,3400930317460,TM838,AbbVie Global,SM009,Dermatology,MT03,Raw Material,02-02-08-10,GA08,30,1000,PG01,MG06,Rheumatology,LT01,Pharmacy,Gel,1,UCD5142,MDM0142
20143,P00143,SAP,LM1143,GM5143,Merck 200mg,Merck,3400911092470,TM951,Merck Global,SM001,Analgesics,MT02,Biotech Product,02-01-03-29,GA04,20,2000,PG02,MG07,Allergy,LT05,Specialty,Tablet,10,UCD5143,MDM0143
20144,P00144,SAP,LM1144,GM5144,Servier 200mg,Servier,3400963829453,TM098,Servier Global,SM002,Antibiotics,MT02,Biotech Product,02-01-04-15,GA07,10,1000,PG01,MG02,Anti-Infective,LT01,Pharmacy,Capsule,1,UCD5144,MDM0144
20145,P00145,SAP,LM1145,GM5145,Servier 2mg,Servier,340093D186990,TM649,Servier Global,SM001,Analgesics,MT01,Finished Product,03-01-09-05,GA06,10,2000,PG06,MG06,Rheumatology,LT01,Pharmacy,Tablet,1,UCD5145,MDM0145
20146,P00146,SAP,LM1146,GM5146,Bayer 1000mg,Bayer,3400940946201,TM682,Bayer Global,SM007,Respiratory,MT03,Raw Material,03-01-02-09,GA07,30,1000,PG01,MG02,Anti-Infective,LT02,Hospital,Inhaler,1,UCD5146,MDM0146
20147,P00147,SAP,LM1147,GM5147,Johnson & Johnson 10mg,Johnson & Johnson,3400972109713,TM876,Johnson & Johnson Global,SM010,Pediatrics,MT03,Raw Material,01-03-06-04,GA01,10,1000,PG05,MG03,OTC General,LT06,Respiratory Care,Syrup,100,UCD5147,MDM0147
20148,P00148,SAP,LM1148,GM5148,Pfizer 1000mg,Pfizer,3400911212979,TM157,Pfizer Global,SM005,Immunology,MT01,Finished Product,01-03-04-29,GA06,20,3000,PG07,MG05,Endocrinology,LT05,Specialty,Injection,100,UCD5148,MDM0148
20149,P00149,SAP,LM1149,GM5149,AstraZeneca 10mg,AstraZeneca,3400983083985,TM105,AstraZeneca Global,SM001,Analgesics,MT01,Finished Product,01-02-09-16,GA03,30,3000,PG03,MG03,OTC General,LT01,Pharmacy,Tablet,1,UCD5149,MDM0149
20150,P00150,SAP,LM1150,GM5150,Amgen 25mg,Amgen,3400941490116,TM801,Amgen Global,SM005,Immunology,MT03,Raw Material,01-02-09-09,GA05,20,2000,PG05,MG06,Rheumatology,LT06,Respiratory Care,Injection,,UCD5150,MDM0150
20151,P00151,SAP,LM1151,GM5151,Servier 10mg,Servier,3400930720570,TM606,Servier Global,SM001,Analgesics,MT02,Biotech Product,01-03-05-30,GA02,30,1000,PG05,MG01,Pain Relief,LT04,Cold Chain,Tablet,1,UCD5151,MDM0151
20152,P00152,SAP,LM1152,GM5152,GSK 25mg,GSK,3400955519203,TM966,GSK Global,SM005,Immunology,MT02,Biotech Product,03-03-02-17,GA01,20,3000,PG02,MG03,OTC General,LT06,Respiratory Care,Injection,1,UCD5152,MDM0152
20153,P00153,SAP,LM1153,GM5153,GSK 200mg,GSK,3400987302253,TM159,GSK Global,SM009,Dermatology,MT01,Finished Product,01-02-01-25,GA08,20,2000,PG01,MG03,OTC General,LT02,Hospital,Gel,1,UCD5153,MDM0153
20154,P00154,SAP,LM1154,GM5154,Ipsen 25mg,Ipsen,3400902339700,TM115,Ipsen Global,SM007,Respiratory,MT01,Finished Product,01-03-08-11,GA04,10,2000,PG01,MG07,Allergy,LT06,Respiratory Care,Inhaler,,UCD5154,MDM0154
20155,P00155,SAP,LM1155,GM5155,Amgen 200mg,Amgen,3400932690017,TM491,Amgen Global,SM010,Pediatrics,MT01,Finished Product,02-01-03-10,GA06,30,3000,PG03,MG05,Endocrinology,LT01,Pharmacy,Syrup,1,UCD5155,MDM0155
20156,P00156,SAP,LM1156,GM5156,Novartis 10mg,Novartis,3400976705067,TM738,Novartis Global,SM002,Antibiotics,MT01,Finished Product,02-02-05-02,GA02,30,2000,PG05,MG03,OTC General,LT06,Respiratory Care,Capsule,1,UCD5156,MDM0156
20157,P00157,SAP,LM1157,GM5157,AstraZeneca 25mg,AstraZeneca,3400987112779,TM646,AstraZeneca Global,SM001,Analgesics,MT02,Biotech Product,03-02-08-19,GA06,30,1000,PG04,MG05,Endocrinology,,OTC,Tablet,10,UCD5157,MDM0157
20158,P00158,SAP,LM1158,GM5158,Bayer 500mg,Bayer,3400910891881,TM332,Bayer Global,SM002,Antibiotics,MT02,Biotech Product,03-01-01-02,GA04,10,1000,PG03,MG03,OTC General,LT03,OTC,Capsule,1O,UCD5158,MDM0158
20159,P00159,SAP,LM1159,GM5159,Roche 500mg,Roche,3400969904150,TM282,Roche Global,SM005,Immunology,MT01,Finished Product,0201-05-24,GA04,30,1000,PG03,MG05,Endocrinology,LT04,Cold Chain,Injection,1,UCD5159,MDM0159
20160,P00160,SAP,LM1160,GM5160,Amgen 200mg,Amgen,3400907903184,TM568,Amgen Global,SM010,Pediatrics,MT03,Raw Material,01-03-06-28,GA07,30,3000,PG05,MG07,Allergy,LT01,Pharmacy,Syrup,1,UCD5160,MDM0160
20161,P00161,SAP,LM1161,GM5161,AstraZeneca 1000mg,AstraZeneca,3400982865971,TM673,AstraZeneca Global,SM002,Antibiotics,MT03,Raw Material,02-01-02-07,GA01,20,1000,PG04,MG07,Allergy,,Respiratory Care,Capsule,1,UCD5161,MDM0161
20162,P00162,SAP,LM1162,GM5162,AstraZeneca 25mg,AstraZeneca,3400980749701,TM246,AstraZeneca Global,SM007,Respiratory,MT03,Raw Material,03-02-07-12,GA04,30,2000,PG03,MG05,Endocrinology,LT02,Hospital,Inhaler,1,UCD5162,MDM0162
20163,P00163,SAP,LM1163,GM5163,AbbVie 10mg,AbbVie,3400935821476,TM372,AbbVie Global,SM007,Respiratory,MT02,Biotech Product,01-03-04-25,GA05,30,2000,PG07,MG07,Allergy,LT06,Respiratory Care,Inhaler,1,UCD5163,MDM0163
20164,P00164,SAP,LM1164,GM5164,Pfizer 25mg,Pfizer,3400987636242,TM321,Pfizer Global,SM002,Antibiotics,MT03,Raw Material,02-01-01-29,GA05,10,2000,PG05,MG01,Pain Relief,LT05,Specialty,Capsule,100,UCD5164,MDM0164
20165,P00165,SAP,LM1165,GM5165,Bayer 10mg,Bayer,3400936897773,TM341,Bayer Global,SM007,Respiratory,MT01,Finished Product,03-02-09-20,GA04,30,1000,PG02,MG04,Digestive Health,LT05,Specialty,Inhaler,1,UCD5165,MDM0165
20166,P00166,SAP,LM1166,GM5166,GSK 10mg,GSK,3400936490143,TM358,GSK Global,SM001,Analgesics,MT01,Finished Product,01-02-03-03,GA05,20,3000,PG04,MG01,Pain Relief,LT02,Hospital,Tablet,1,UCD5166,MDM0166
20167,P00167,SAP,LM1167,GM5167,Roche 2mg,Roche,3400988656672,TM392,Roche Global,SM010,Pediatrics,MT02,Biotech Product,02-03-07-05,GA01,20,2000,PG03,MG05,Endocrinology,LT05,Specialty,Syrup,1,UCD5167,MDM0167
20168,P00168,SAP,LM1168,GM5168,Johnson & Johnson 25mg,Johnson & Johnson,3400921273483,TM340,Johnson & Johnson Global,SM009,Dermatology,MT03,Raw Material,03-02-07-30,GA05,30,3000,PG06,MG03,OTC General,LT01,Pharmacy,Gel,10,UCD5168,MDM0168
20169,P00169,SAP,LM1169,GM5169,Johnson & Johnson 500mg,Johnson & Johnson,3400937373526,TM763,Johnson & Johnson Global,SM001,Analgesics,MT03,Raw Material,02-03-09-28,GA01,10,2000,PG03,MG01,Pain Relief,LT04,Cold Chain,Tablet,1,UCD5169,MDM0169
20170,P00170,SAP,LM1170,GM5170,Servier 10mg,Servier,3400945185650,TM086,Servier Global,SM005,Immunology,MT01,Finished Product,01-02-05-03,GA08,10,1000,PG01,MG01,Pain Relief,LT03,OTC,Injection,1,UCD5170,MDM0170
20171,P00171,SAP,LM1171,GM5171,Bayer 200mg,Bayer,34009C3171266,TM184,Bayer Global,SM009,Dermatology,MT02,Biotech Product,01-01-09-01,GA05,10,2000,PG04,MG07,Allergy,LT03,OTC,Gel,1,UCD5171,MDM0171
20172,P00172,SAP,LM1172,GM5172,Bayer 10mg,Bayer,3400934893384,TM522,Bayer Global,SM010,Pediatrics,MT01,Finished Product,01-03-05-12,GA04,30,3000,PG06,MG06,Rheumatology,LT01,Pharmacy,Syrup,1,UCD5172,MDM0172
20173,P00173,SAP,LM1173,GM5173,Novartis 200mg,,3400913017479,TM013,Novartis Global,SM002,Antibiotics,MT02,Biotech Product,02-02-06-18,GA03,10,2000,PG02,MG06,Rheumatology,LT01,Pharmacy,Capsule,1,UCD5173,MDM0173
20174,P00174,SAP,LM1174,GM5174,AstraZeneca 25mg,AstraZeneca,3400996013634,TM993,AstraZeneca Global,SM009,Dermatology,MT03,Raw Material,03-02-05-17,GA07,20,1000,PG02,MG07,Allergy,LT04,Cold Chain,Gel,10,UCD5174,MDM0174
20175,P00175,SAP,LM1175,GM5175,GSK 2mg,,3400999204583,TM621,GSK Global,SM009,Dermatology,MT02,Biotech Product,03-03-01-08,GA01,20,2000,PG05,MG05,Endocrinology,LT05,Specialty,Gel,1,UCD5175,MDM0175
20176,P00176,SAP,LM1176,GM5176,Ipsen 10mg,Ipsen,3400930723887,TM948,Ipsen Global,SM007,Respiratory,MT02,Biotech Product,03-02-07-03,GA06,20,1000,PG07,MG03,OTC General,LT05,Specialty,Inhaler,1,UCD5176,MDM0176
20177,P00177,SAP,LM1177,GM5177,Roche 25mg,Roche,3400953586924,TM416,Roche Global,SM002,Antibiotics,MT03,Raw Material,03-03-07-01,GA05,10,3000,PG06,MG07,Allergy,LT01,Pharmacy,Capsule,1,UCD5177,MDM0177
20178,P00178,SAP,LM1178,GM5178,Merck 2mg,Merck,340090628074,TM250,Merck Global,SM007,Respiratory,MT03,Raw Material,03-03-01-07,GA03,20,1000,PG04,MG05,Endocrinology,LT05,Specialty,Inhaler,1,UCD5178,MDM0178
20179,P00179,SAP,LM1179,GM5179,Bayer 10mg,Bayer,3400907840117,TM866,Bayer Global,SM001,Analgesics,MT02,Biotech Product,XX-03-03-30,GA07,30,3000,PG05,MG04,Digestive Health,LT04,Cold Chain,Tablet,1,UCD5179,MDM0179
20180,P00180,SAP,LM1180,GM5180,Roche 25mg,Roche,34009270432E9,TM938,Roche Global,SM010,Pediatrics,MT03,Raw Material,03-02-01-16,GA04,30,1000,PG05,MG07,Allergy,LT02,Hospital,Syrup,1,UCD5180,MDM0180
20181,P00181,SAP,LM1181,GM5181,Ipsen 200mg,Ipsen,3400920876830,TM870,Ipsen Global,SM001,Analgesics,MT02,Biotech Product,03-02-02-19,GA07,30,2000,PG05,MG02,Anti-Infective,LT01,Pharmacy,Tablet,1,UCD5181,MDM0181
20182,P00182,SAP,LM1182,GM5182,Ipsen 2mg,Ipsen,3400950926806,TM020,Ipsen Global,SM010,Pediatrics,MT02,Biotech Product,02-01-09-15,GA04,20,3000,PG02,MG05,Endocrinology,LT06,Respiratory Care,Syrup,1,UCD5182,MDM0182
20183,P00183,SAP,LM1183,GM5183,AstraZeneca 200mg,AstraZeneca,3400917475448,TM095,AstraZeneca Global,SM002,Antibiotics,MT01,Finished Product,02-02-05-09,GA07,20,1000,PG02,MG06,,LT02,Hospital,Capsule,100,UCD5183,MDM0183
20184,P00184,SAP,LM1184,GM5184,Pfizer 2mg,Pfizer,3400940023027,TM102,Pfizer Global,SM005,Immunology,MT02,Biotech Product,02-02-09-23,GA07,10,3000,PG05,MG01,Pain Relief,LT06,Respiratory Care,Injection,1,UCD5184,MDM0184
20185,P00185,SAP,LM1185,GM5185,Amgen 2mg,Amgen,3400991163499,TM323,Amgen Global,SM002,Antibiotics,MT02,Biotech Product,01-03-05-10,GA03,20,1000,PG01,MG07,Allergy,LT02,Hospital,Capsule,1,UCD5185,MDM0185
20186,P00186,SAP,LM1186,GM5186,GSK 1000mg,,3400961526725,TM803,GSK Global,SM010,Pediatrics,MT02,Biotech Product,02-01-04-23,GA03,10,3000,PG06,MG06,Rheumatology,LT02,Hospital,Syrup,100,UCD5186,MDM0186
20187,P00187,SAP,LM1187,GM5187,Roche 25mg,Roche,3400939381516,TM885,Roche Global,SM007,Respiratory,MT03,Raw Material,02-03-09-02,GA08,30,1000,PG01,MG03,OTC General,LT04,Cold Chain,Inhaler,1,UCD5187,MDM0187
20188,P00188,SAP,LM1188,GM5188,Pfizer 10mg,Pfizer,3400901573642,TM046,Pfizer Global,SM002,Antibiotics,MT03,Raw Material,02-02-05-08,GA04,30,3000,PG02,MG05,Endocrinology,LT05,Specialty,Capsule,1,UCD5188,MDM0188
20189,P00189,SAP,LM1189,GM5189,Merck 200mg,Merck,3400993880217,TM456,Merck Global,SM005,Immunology,MT02,Biotech Product,0203-04-13,GA05,20,1000,PG03,MG05,Endocrinology,LT05,Specialty,Injection,100,UCD5189,MDM0189
20190,P00190,SAP,LM1190,GM5190,Amgen 200mg,Amgen,3400945098620,TM054,Amgen Global,SM007,Respiratory,MT02,Biotech Product,02-02-03-14,GA02,30,2000,PG02,MG03,OTC General,LT02,Hospital,Inhaler,1,UCD5190,MDM0190
20191,P00191,SAP,LM1191,GM5191,Johnson & Johnson 200mg,Johnson & Johnson,3400978517363,TM441,Johnson & Johnson Global,SM007,Respiratory,MT01,Finished Product,01-01-04-07,GA02,10,1000,PG03,MG03,OTC General,LT03,OTC,Inhaler,100,UCD5191,MDM0191
20192,P00192,SAP,LM1192,GM5192,Bayer 2mg,Bayer,3400956454426,TM011,Bayer Global,SM005,Immunology,MT03,Raw Material,02-03-05-07,GA03,30,3000,PG05,MG03,OTC General,LT03,OTC,Injection,1,UCD5192,MDM0192
20193,P00193,SAP,LM1193,GM5193,AstraZeneca 2mg,AstraZeneca,3400994308190,TM097,AstraZeneca Global,SM005,Immunology,MT01,Finished Product,03-03-02-10,GA02,10,1000,PG02,MG06,Rheumatology,LT03,OTC,Injection,1,UCD5193,MDM0193
20194,P00194,SAP,LM1194,GM5194,,GSK,3400992196216,TM725,GSK Global,SM010,Pediatrics,MT03,Raw Material,02-03-08-30,GA07,30,2000,PG07,MG05,Endocrinology,LT01,Pharmacy,Syrup,10,UCD5194,MDM0194
20195,P00195,SAP,LM1195,GM5195,Johnson & Johnson 2mg,Johnson & Johnson,3400990814468,TM831,Johnson & Johnson Global,SM007,Respiratory,MT03,Raw Material,02-01-07-12,GA06,20,1000,PG05,MG03,OTC General,LT03,OTC,Inhaler,0,UCD5195,MDM0195
20196,P00196,SAP,LM1196,GM5196,AstraZeneca 25mg,AstraZeneca,3400964729510,TM174,AstraZeneca Global,SM010,Pediatrics,MT03,Raw Material,01-03-04-12,GA02,30,3000,PG06,MG04,Digestive Health,LT02,Hospital,Syrup,1,UCD5196,MDM0196
20197,P00197,SAP,LM1197,GM5197,Bayer 25mg,Bayer,3400928195775,TM252,Bayer Global,SM005,Immunology,MT01,Finished Product,02-03-05-28,GA02,20,1000,PG07,MG03,OTC General,LT04,Cold Chain,Injection,1,UCD5197,MDM0197
20198,P00198,SAP,LM1198,GM5198,Sanofi 200mg,Sanofi,3400906291026,TM040,Sanofi Global,SM007,Respiratory,MT03,Raw Material,02-02-02-24,GA07,20,3000,PG03,MG01,Pain Relief,LT03,OTC,Inhaler,1,UCD5198,MDM0198
20199,P00199,SAP,LM1199,GM5199,Johnson & Johnson 2mg,Johnson & Johnson,3400964873543,TM037,Johnson & Johnson Global,SM002,Antibiotics,MT03,Raw Material,03-02-03-28,GA02,30,2000,PG07,MG03,OTC General,LT04,Cold Chain,Capsule,10,UCD5199,MDM0199
20200,P00200,SAP,LM1200,GM5200,Amgen 500mg,Amgen,3400966391900,TM914,Amgen Global,SM001,Analgesics,MT01,Finished Product,03-03-06-30,GA06,10,1000,PG05,MG05,Endocrinology,LT02,Hospital,Tablet,100,UCD5200,MDM0200
